,county,state,"Rates of Persons, aged 45 to 54, Living with HIV, 2020","Rates of Persons, aged 55+, Living with HIV, 2020",HIV aged 45+
2264,Crawford,Pennsylvania,213.0,0.0,63.9
2265,Cumberland,Pennsylvania,291.0,173.0,208.39999999999998
2266,Dauphin,Pennsylvania,839.0,541.0,630.4
2267,Delaware,Pennsylvania,523.0,370.0,415.9
2268,Elk,Pennsylvania,0.0,42.0,29.4
2269,Erie,Pennsylvania,205.0,167.0,178.39999999999998
2270,Fayette,Pennsylvania,179.0,0.0,53.699999999999996
2271,Forest,Pennsylvania,0.0,0.0,
2272,Franklin,Pennsylvania,253.0,0.0,75.89999999999999
2273,Fulton,Pennsylvania,0.0,0.0,
2274,Greene,Pennsylvania,235.0,106.0,144.7
2275,Huntingdon,Pennsylvania,227.0,125.0,155.6
2276,Indiana,Pennsylvania,118.0,73.0,86.5
2277,Jefferson,Pennsylvania,0.0,0.0,
2278,Juniata,Pennsylvania,0.0,91.0,63.699999999999996
2279,Lackawanna,Pennsylvania,414.0,241.0,292.9
2280,Lancaster,Pennsylvania,416.0,196.0,262.0
2281,Lawrence,Pennsylvania,153.0,0.0,45.9
2282,Lebanon,Pennsylvania,262.0,279.0,273.9
2283,Lehigh,Pennsylvania,729.0,490.0,561.7
2284,Luzerne,Pennsylvania,304.0,164.0,206.0
2285,Lycoming,Pennsylvania,351.0,0.0,105.3
2286,McKean,Pennsylvania,0.0,64.0,44.8
2287,Mercer,Pennsylvania,142.0,0.0,42.6
2288,Mifflin,Pennsylvania,123.0,0.0,36.9
2289,Monroe,Pennsylvania,360.0,306.0,322.2
2290,Montgomery,Pennsylvania,184.0,150.0,160.2
2291,Montour,Pennsylvania,0.0,149.0,104.3
2292,Northampton,Pennsylvania,137.0,0.0,41.1
2293,Northumberland,Pennsylvania,169.0,113.0,129.79999999999998
2294,Perry,Pennsylvania,97.0,56.0,68.3
2295,Philadelphia,Pennsylvania,2328.0,1690.0,1881.4
2296,Pike,Pennsylvania,411.0,0.0,123.3
2297,Potter,Pennsylvania,0.0,74.0,51.8
2298,Schuylkill,Pennsylvania,268.0,0.0,80.39999999999999
2299,Snyder,Pennsylvania,141.0,103.0,114.39999999999999
2300,Somerset,Pennsylvania,188.0,0.0,56.4
2301,Sullivan,Pennsylvania,0.0,0.0,
2302,Susquehanna,Pennsylvania,164.0,0.0,49.199999999999996
2303,Tioga,Pennsylvania,167.0,78.0,104.69999999999999
2304,Union,Pennsylvania,571.0,319.0,394.59999999999997
2305,Venango,Pennsylvania,145.0,82.0,100.9
2306,Warren,Pennsylvania,102.0,32.0,53.0
2307,Washington,Pennsylvania,103.0,0.0,30.9
2308,Wayne,Pennsylvania,121.0,94.0,102.1
2309,Westmoreland,Pennsylvania,93.0,0.0,27.9
2310,Wyoming,Pennsylvania,0.0,0.0,
2311,York,Pennsylvania,435.0,248.0,304.1
2312,Adjuntas,Puerto Rico,271.0,0.0,81.3
2313,Aguada,Puerto Rico,125.0,52.0,73.9
2314,Aguadilla,Puerto Rico,485.0,303.0,357.6
2315,Aguas Buenas,Puerto Rico,451.0,0.0,135.29999999999998
2316,Aibonito,Puerto Rico,411.0,0.0,123.3
2317,Añasco,Puerto Rico,329.0,224.0,255.5
2318,Arecibo,Puerto Rico,755.0,500.0,576.5
2319,Arroyo,Puerto Rico,457.0,471.0,466.79999999999995
2320,Barceloneta,Puerto Rico,405.0,0.0,121.5
2321,Barranquitas,Puerto Rico,338.0,0.0,101.39999999999999
2322,Bayamón,Puerto Rico,1199.0,755.0,888.2
2323,Cabo Rojo,Puerto Rico,173.0,161.0,164.6
2324,Caguas,Puerto Rico,851.0,0.0,255.29999999999998
2325,Camuy,Puerto Rico,287.0,0.0,86.1
2326,Canóvanas,Puerto Rico,551.0,0.0,165.29999999999998
2327,Carolina,Puerto Rico,832.0,576.0,652.8
2328,Cataño,Puerto Rico,2594.0,0.0,778.1999999999999
2329,Cayey,Puerto Rico,433.0,0.0,129.9
2330,Ceiba,Puerto Rico,487.0,375.0,408.6
2331,Ciales,Puerto Rico,803.0,454.0,558.6999999999999
2332,Cidra,Puerto Rico,320.0,0.0,96.0
2333,Coamo,Puerto Rico,125.0,173.0,158.6
2334,Comerío,Puerto Rico,722.0,0.0,216.6
2335,Corozal,Puerto Rico,537.0,0.0,161.1
2336,Culebra,Puerto Rico,0.0,0.0,
2337,Dorado,Puerto Rico,294.0,0.0,88.2
2338,Fajardo,Puerto Rico,798.0,0.0,239.39999999999998
2339,Florida,Puerto Rico,398.0,355.0,367.9
2340,Guánica,Puerto Rico,0.0,0.0,
2341,Guayama,Puerto Rico,828.0,0.0,248.39999999999998
2342,Guayanilla,Puerto Rico,276.0,0.0,82.8
2343,Guaynabo,Puerto Rico,566.0,0.0,169.79999999999998
2344,Gurabo,Puerto Rico,356.0,0.0,106.8
2345,Hatillo,Puerto Rico,277.0,0.0,83.1
2346,Hormigueros,Puerto Rico,290.0,139.0,184.3
2347,Humacao,Puerto Rico,938.0,0.0,281.4
2348,Isabela,Puerto Rico,269.0,170.0,199.7
2349,Jayuya,Puerto Rico,0.0,161.0,112.69999999999999
2350,Juana Díaz,Puerto Rico,492.0,504.0,500.4
2351,Juncos,Puerto Rico,617.0,0.0,185.1
2352,Lajas,Puerto Rico,0.0,0.0,
2353,Lares,Puerto Rico,361.0,150.0,213.3
2354,Las Mar?­as,Puerto Rico,0.0,0.0,
2355,Las Piedras,Puerto Rico,378.0,0.0,113.39999999999999
2356,Loíza,Puerto Rico,999.0,0.0,299.7
2357,Luquillo,Puerto Rico,475.0,0.0,142.5
2358,Manatí,Puerto Rico,778.0,0.0,233.39999999999998
2359,Maricao,Puerto Rico,0.0,0.0,
2360,Maunabo,Puerto Rico,729.0,318.0,441.29999999999995
2361,Mayagüez,Puerto Rico,686.0,0.0,205.79999999999998
2362,Moca,Puerto Rico,175.0,183.0,180.6
2363,Morovis,Puerto Rico,428.0,0.0,128.4
2364,Naguabo,Puerto Rico,396.0,0.0,118.8
2365,Naranjito,Puerto Rico,536.0,0.0,160.79999999999998
2366,Orocovis,Puerto Rico,410.0,0.0,123.0
2367,Patillas,Puerto Rico,430.0,312.0,347.4
2368,Peñuelas,Puerto Rico,451.0,263.0,319.4
2369,Ponce,Puerto Rico,1161.0,0.0,348.3
2370,Quebradillas,Puerto Rico,573.0,284.0,370.7
2371,Rincón,Puerto Rico,0.0,232.0,162.39999999999998
2372,Rí­o Grande,Puerto Rico,289.0,0.0,86.7
2373,Sabana Grande,Puerto Rico,183.0,112.0,133.29999999999998
2374,Salinas,Puerto Rico,380.0,307.0,328.9
2375,San Germán,Puerto Rico,257.0,120.0,161.1
2376,San Juan,Puerto Rico,2303.0,1460.0,1712.8999999999999
2377,San Lorenzo,Puerto Rico,422.0,0.0,126.6
2378,San Sebastián,Puerto Rico,163.0,205.0,192.4
2379,Santa Isabel,Puerto Rico,457.0,475.0,469.6
2380,Toa Alta,Puerto Rico,248.0,0.0,74.39999999999999
2381,Toa Baja,Puerto Rico,983.0,734.0,808.6999999999999
2382,Trujillo Alto,Puerto Rico,687.0,0.0,206.1
2383,Utuado,Puerto Rico,177.0,125.0,140.6
2384,Vega Alta,Puerto Rico,643.0,0.0,192.9
2385,Vega Baja,Puerto Rico,773.0,546.0,614.0999999999999
2386,Vieques,Puerto Rico,693.0,514.0,567.6999999999999
2387,Villalba,Puerto Rico,261.0,205.0,221.8
2388,Yabucoa,Puerto Rico,455.0,0.0,136.5
2389,Yauco,Puerto Rico,440.0,0.0,132.0
2390,Bristol,Rhode Island,0.0,40.0,28.0
2391,Kent,Rhode Island,97.0,0.0,29.099999999999998
2392,Newport,Rhode Island,122.0,0.0,36.6
2393,Providence,Rhode Island,289.0,203.0,228.8
2394,Washington,Rhode Island,61.0,0.0,18.3
2395,Abbeville,South Carolina,392.0,0.0,117.6
2396,Aiken,South Carolina,367.0,369.0,368.4
2397,Allendale,South Carolina,1154.0,0.0,346.2
2398,Anderson,South Carolina,393.0,211.0,265.59999999999997
2399,Bamberg,South Carolina,1137.0,0.0,341.09999999999997
2400,Barnwell,South Carolina,1051.0,809.0,881.5999999999999
2401,Beaufort,South Carolina,457.0,168.0,254.7
2402,Berkeley,South Carolina,358.0,275.0,299.9
2403,Calhoun,South Carolina,547.0,0.0,164.1
2404,Charleston,South Carolina,739.0,544.0,602.5
2405,Cherokee,South Carolina,389.0,0.0,116.69999999999999
2406,Chester,South Carolina,545.0,313.0,382.6
2407,Chesterfield,South Carolina,420.0,0.0,126.0
2408,Clarendon,South Carolina,947.0,0.0,284.09999999999997
2409,Colleton,South Carolina,901.0,503.0,622.4
2410,Darlington,South Carolina,856.0,456.0,576.0
2411,Dillon,South Carolina,904.0,654.0,729.0
2412,Dorchester,South Carolina,481.0,333.0,377.4
2413,Edgefield,South Carolina,835.0,0.0,250.5
2414,Fairfield,South Carolina,704.0,0.0,211.2
2415,Florence,South Carolina,1139.0,671.0,811.4
2416,Georgetown,South Carolina,710.0,362.0,466.4
2417,Greenville,South Carolina,581.0,320.0,398.29999999999995
2418,Greenwood,South Carolina,682.0,381.0,471.29999999999995
2419,Hampton,South Carolina,991.0,0.0,297.3
2420,Horry,South Carolina,589.0,258.0,357.29999999999995
2421,Jasper,South Carolina,386.0,0.0,115.8
2422,Kershaw,South Carolina,446.0,378.0,398.4
2423,Lancaster,South Carolina,650.0,285.0,394.5
2424,Laurens,South Carolina,508.0,0.0,152.4
2425,Lee,South Carolina,2388.0,0.0,716.4
2426,Lexington,South Carolina,511.0,313.0,372.4
2427,Marion,South Carolina,1201.0,0.0,360.3
2428,Marlboro,South Carolina,565.0,0.0,169.5
2429,McCormick,South Carolina,0.0,374.0,261.8
2430,Newberry,South Carolina,569.0,335.0,405.19999999999993
2431,Oconee,South Carolina,154.0,129.0,136.5
2432,Orangeburg,South Carolina,1219.0,504.0,718.5
2433,Pickens,South Carolina,298.0,161.0,202.09999999999997
2434,Richland,South Carolina,1500.0,1089.0,1212.3
2435,Saluda,South Carolina,349.0,178.0,229.3
2436,Spartanburg,South Carolina,413.0,294.0,329.7
2437,Sumter,South Carolina,1270.0,741.0,899.6999999999999
2438,Union,South Carolina,482.0,0.0,144.6
2439,Williamsburg,South Carolina,1779.0,0.0,533.6999999999999
2440,York,South Carolina,316.0,237.0,260.7
2441,Aurora,South Dakota,0.0,0.0,
2442,Beadle,South Dakota,0.0,0.0,
2443,Bennett,South Dakota,0.0,0.0,
2444,Bon Homme,South Dakota,0.0,0.0,
2445,Brookings,South Dakota,0.0,0.0,
2446,Brown,South Dakota,0.0,0.0,
2447,Brule,South Dakota,0.0,0.0,
2448,Buffalo,South Dakota,0.0,0.0,
2449,Butte,South Dakota,0.0,0.0,
2450,Campbell,South Dakota,0.0,0.0,
2451,Charles Mix,South Dakota,0.0,0.0,
2452,Clark,South Dakota,0.0,0.0,
2453,Clay,South Dakota,0.0,0.0,
2454,Codington,South Dakota,0.0,0.0,
2455,Corson,South Dakota,0.0,0.0,
2456,Custer,South Dakota,0.0,0.0,
2457,Davison,South Dakota,0.0,0.0,
2458,Day,South Dakota,0.0,0.0,
2459,Deuel,South Dakota,0.0,0.0,
2460,Dewey,South Dakota,0.0,0.0,
2461,Douglas,South Dakota,0.0,0.0,
2462,Edmunds,South Dakota,0.0,0.0,
2463,Fall River,South Dakota,0.0,0.0,
2464,Faulk,South Dakota,0.0,0.0,
2465,Grant,South Dakota,0.0,0.0,
2466,Gregory,South Dakota,0.0,0.0,
2467,Haakon,South Dakota,0.0,0.0,
2468,Hamlin,South Dakota,0.0,0.0,
2469,Hand,South Dakota,0.0,0.0,
2470,Hanson,South Dakota,0.0,0.0,
2471,Harding,South Dakota,0.0,0.0,
2472,Hughes,South Dakota,0.0,0.0,
2473,Hutchinson,South Dakota,0.0,0.0,
2474,Hyde,South Dakota,0.0,0.0,
2475,Jackson,South Dakota,0.0,0.0,
2476,Jerauld,South Dakota,0.0,0.0,
2477,Jones,South Dakota,0.0,0.0,
2478,Kingsbury,South Dakota,0.0,0.0,
2479,Lake,South Dakota,0.0,0.0,
2480,Lawrence,South Dakota,0.0,0.0,
2481,Lincoln,South Dakota,0.0,0.0,
2482,Lyman,South Dakota,0.0,0.0,
2483,Marshall,South Dakota,0.0,0.0,
2484,McCook,South Dakota,0.0,0.0,
2485,McPherson,South Dakota,0.0,0.0,
2486,Meade,South Dakota,0.0,0.0,
2487,Mellette,South Dakota,0.0,0.0,
2488,Miner,South Dakota,0.0,0.0,
2489,Minnehaha,South Dakota,0.0,0.0,
2490,Moody,South Dakota,0.0,0.0,
2491,Oglala Lakota,South Dakota,0.0,0.0,
2492,Pennington,South Dakota,0.0,0.0,
2493,Perkins,South Dakota,0.0,0.0,
2494,Potter,South Dakota,0.0,0.0,
2495,Roberts,South Dakota,0.0,0.0,
2496,Sanborn,South Dakota,0.0,0.0,
2497,Spink,South Dakota,0.0,0.0,
2498,Stanley,South Dakota,0.0,0.0,
2499,Sully,South Dakota,0.0,0.0,
2500,Todd,South Dakota,0.0,0.0,
2501,Tripp,South Dakota,0.0,0.0,
2502,Turner,South Dakota,0.0,0.0,
2503,Union,South Dakota,0.0,0.0,
2504,Walworth,South Dakota,0.0,0.0,
2505,Yankton,South Dakota,0.0,0.0,
2506,Ziebach,South Dakota,0.0,0.0,
2507,Anderson,Tennessee,183.0,0.0,54.9
2508,Bedford,Tennessee,203.0,0.0,60.9
2509,Benton,Tennessee,0.0,108.0,75.6
2510,Bledsoe,Tennessee,701.0,0.0,210.29999999999998
2511,Blount,Tennessee,134.0,0.0,40.199999999999996
2512,Bradley,Tennessee,284.0,107.0,160.1
2513,Campbell,Tennessee,125.0,64.0,82.3
2514,Cannon,Tennessee,354.0,306.0,320.4
2515,Carroll,Tennessee,230.0,125.0,156.5
2516,Carter,Tennessee,362.0,61.0,151.29999999999998
2517,Cheatham,Tennessee,379.0,0.0,113.7
2518,Chester,Tennessee,0.0,95.0,66.5
2519,Claiborne,Tennessee,0.0,89.0,62.3
2520,Clay,Tennessee,0.0,0.0,
2521,Cocke,Tennessee,269.0,117.0,162.6
2522,Coffee,Tennessee,224.0,0.0,67.2
2523,Crockett,Tennessee,0.0,0.0,
2524,Cumberland,Tennessee,212.0,88.0,125.19999999999999
2525,Davidson,Tennessee,1189.0,769.0,895.0
2526,Decatur,Tennessee,0.0,263.0,184.1
2527,DeKalb,Tennessee,292.0,0.0,87.6
2528,Dickson,Tennessee,249.0,0.0,74.7
2529,Dyer,Tennessee,194.0,0.0,58.199999999999996
2530,Fayette,Tennessee,232.0,151.0,175.29999999999998
2531,Fentress,Tennessee,0.0,70.0,49.0
2532,Franklin,Tennessee,138.0,93.0,106.5
2533,Gibson,Tennessee,284.0,0.0,85.2
2534,Giles,Tennessee,295.0,0.0,88.5
2535,Grainger,Tennessee,267.0,69.0,128.39999999999998
2536,Greene,Tennessee,192.0,0.0,57.599999999999994
2537,Grundy,Tennessee,343.0,0.0,102.89999999999999
2538,Hamblen,Tennessee,279.0,0.0,83.7
2539,Hamilton,Tennessee,670.0,300.0,411.0
2540,Hancock,Tennessee,0.0,0.0,
2541,Hardeman,Tennessee,232.0,150.0,174.6
2542,Hardin,Tennessee,346.0,0.0,103.8
2543,Hawkins,Tennessee,124.0,81.0,93.89999999999999
2544,Haywood,Tennessee,1399.0,489.0,762.0
2545,Henderson,Tennessee,169.0,0.0,50.699999999999996
2546,Henry,Tennessee,255.0,0.0,76.5
2547,Hickman,Tennessee,436.0,110.0,207.79999999999998
2548,Houston,Tennessee,0.0,0.0,
2549,Humphreys,Tennessee,210.0,122.0,148.39999999999998
2550,Jackson,Tennessee,0.0,105.0,73.5
2551,Jefferson,Tennessee,197.0,90.0,122.1
2552,Johnson,Tennessee,311.0,116.0,174.5
2553,Knox,Tennessee,478.0,233.0,306.5
2554,Lake,Tennessee,1337.0,0.0,401.09999999999997
2555,Lauderdale,Tennessee,627.0,0.0,188.1
2556,Lawrence,Tennessee,214.0,100.0,134.2
2557,Lewis,Tennessee,0.0,0.0,
2558,Lincoln,Tennessee,299.0,0.0,89.7
2559,Loudon,Tennessee,197.0,42.0,88.5
2560,Macon,Tennessee,0.0,82.0,57.4
2561,Madison,Tennessee,431.0,244.0,300.09999999999997
2562,Marion,Tennessee,239.0,135.0,166.2
2563,Marshall,Tennessee,173.0,142.0,151.29999999999998
2564,Maury,Tennessee,367.0,171.0,229.79999999999998
2565,McMinn,Tennessee,182.0,101.0,125.29999999999998
2566,McNairy,Tennessee,151.0,99.0,114.6
2567,Meigs,Tennessee,0.0,0.0,
2568,Monroe,Tennessee,195.0,75.0,111.0
2569,Montgomery,Tennessee,431.0,236.0,294.5
2570,Moore,Tennessee,0.0,0.0,
2571,Morgan,Tennessee,327.0,0.0,98.1
2572,Obion,Tennessee,209.0,0.0,62.699999999999996
2573,Overton,Tennessee,306.0,63.0,135.89999999999998
2574,Perry,Tennessee,0.0,0.0,
2575,Pickett,Tennessee,0.0,0.0,
2576,Polk,Tennessee,0.0,81.0,56.699999999999996
2577,Putnam,Tennessee,234.0,0.0,70.2
2578,Rhea,Tennessee,116.0,0.0,34.8
2579,Roane,Tennessee,153.0,0.0,45.9
2580,Robertson,Tennessee,427.0,0.0,128.1
2581,Rutherford,Tennessee,408.0,210.0,269.4
2582,Scott,Tennessee,0.0,0.0,
2583,Sequatchie,Tennessee,0.0,108.0,75.6
2584,Sevier,Tennessee,289.0,0.0,86.7
2585,Shelby,Tennessee,1395.0,692.0,902.9
2586,Smith,Tennessee,382.0,246.0,286.79999999999995
2587,Stewart,Tennessee,0.0,0.0,
2588,Sullivan,Tennessee,177.0,128.0,142.7
2589,Sumner,Tennessee,214.0,149.0,168.5
2590,Tipton,Tennessee,163.0,0.0,48.9
2591,Trousdale,Tennessee,500.0,218.0,302.6
2592,Unicoi,Tennessee,215.0,114.0,144.3
2593,Union,Tennessee,0.0,0.0,
2594,Van Buren,Tennessee,0.0,0.0,
2595,Warren,Tennessee,381.0,0.0,114.3
2596,Washington,Tennessee,408.0,0.0,122.39999999999999
2597,Wayne,Tennessee,255.0,142.0,175.89999999999998
2598,Weakley,Tennessee,131.0,0.0,39.3
2599,White,Tennessee,226.0,92.0,132.2
2600,Williamson,Tennessee,160.0,91.0,111.69999999999999
2601,Wilson,Tennessee,251.0,0.0,75.3
2602,Anderson,Texas,1002.0,517.0,662.5
2603,Andrews,Texas,0.0,0.0,
2604,Angelina,Texas,422.0,211.0,274.29999999999995
2605,Aransas,Texas,264.0,0.0,79.2
2606,Archer,Texas,0.0,0.0,
2607,Armstrong,Texas,0.0,0.0,
2608,Atascosa,Texas,296.0,123.0,174.89999999999998
2609,Austin,Texas,378.0,221.0,268.09999999999997
2610,Bailey,Texas,0.0,0.0,
2611,Bandera,Texas,180.0,105.0,127.5
2612,Bastrop,Texas,361.0,256.0,287.5
2613,Baylor,Texas,0.0,0.0,
2614,Bee,Texas,853.0,0.0,255.89999999999998
2615,Bell,Texas,452.0,326.0,363.79999999999995
2616,Bexar,Texas,643.0,440.0,500.9
2617,Blanco,Texas,0.0,0.0,
2618,Borden,Texas,0.0,0.0,
2619,Bosque,Texas,279.0,106.0,157.89999999999998
2620,Bowie,Texas,493.0,268.0,335.5
2621,Brazoria,Texas,501.0,313.0,369.4
2622,Brazos,Texas,468.0,246.0,312.6
2623,Brewster,Texas,0.0,0.0,
2624,Briscoe,Texas,0.0,0.0,
2625,Brooks,Texas,1070.0,0.0,321.0
2626,Brown,Texas,156.0,0.0,46.8
2627,Burleson,Texas,318.0,0.0,95.39999999999999
2628,Burnet,Texas,182.0,0.0,54.6
2629,Caldwell,Texas,360.0,265.0,293.5
2630,Calhoun,Texas,260.0,88.0,139.6
2631,Callahan,Texas,0.0,0.0,
2632,Cameron,Texas,493.0,314.0,367.7
2633,Camp,Texas,0.0,0.0,
2634,Carson,Texas,0.0,0.0,
2635,Cass,Texas,339.0,0.0,101.7
2636,Castro,Texas,0.0,0.0,
2637,Chambers,Texas,0.0,127.0,88.89999999999999
2638,Cherokee,Texas,620.0,0.0,186.0
2639,Childress,Texas,778.0,0.0,233.39999999999998
2640,Clay,Texas,0.0,117.0,81.89999999999999
2641,Cochran,Texas,0.0,0.0,
2642,Coke,Texas,0.0,0.0,
2643,Coleman,Texas,0.0,0.0,
2644,Collin,Texas,355.0,220.0,260.5
2645,Collingsworth,Texas,0.0,0.0,
2646,Colorado,Texas,544.0,214.0,313.0
2647,Comal,Texas,192.0,166.0,173.79999999999998
2648,Comanche,Texas,0.0,152.0,106.39999999999999
2649,Concho,Texas,1928.0,0.0,578.4
2650,Cooke,Texas,106.0,87.0,92.69999999999999
2651,Coryell,Texas,936.0,352.0,527.2
2652,Cottle,Texas,0.0,0.0,
2653,Crane,Texas,0.0,0.0,
2654,Crockett,Texas,0.0,0.0,
2655,Crosby,Texas,1184.0,0.0,355.2
2656,Culberson,Texas,0.0,0.0,
2657,Dallam,Texas,0.0,0.0,
2658,Dallas,Texas,1443.0,921.0,1077.6
2659,Dawson,Texas,381.0,0.0,114.3
2660,Deaf Smith,Texas,0.0,165.0,115.49999999999999
2661,Delta,Texas,0.0,311.0,217.7
2662,Denton,Texas,303.0,202.0,232.29999999999995
2663,DeWitt,Texas,0.0,0.0,
2664,Dickens,Texas,0.0,0.0,
2665,Dimmit,Texas,0.0,0.0,
2666,Donley,Texas,0.0,0.0,
2667,Duval,Texas,426.0,155.0,236.3
2668,Eastland,Texas,0.0,0.0,
2669,Ector,Texas,331.0,195.0,235.8
2670,Edwards,Texas,0.0,0.0,
2671,El Paso,Texas,660.0,409.0,484.29999999999995
2672,Ellis,Texas,311.0,236.0,258.5
2673,Erath,Texas,0.0,62.0,43.4
2674,Falls,Texas,549.0,0.0,164.7
2675,Fannin,Texas,302.0,239.0,257.9
2676,Fayette,Texas,300.0,129.0,180.3
2677,Fisher,Texas,0.0,0.0,
2678,Floyd,Texas,0.0,0.0,
2679,Foard,Texas,0.0,0.0,
2680,Fort Bend,Texas,438.0,262.0,314.79999999999995
2681,Franklin,Texas,0.0,0.0,
2682,Freestone,Texas,1216.0,238.0,531.4
2683,Frio,Texas,2108.0,0.0,632.4
2684,Gaines,Texas,239.0,0.0,71.7
2685,Galveston,Texas,601.0,432.0,482.69999999999993
2686,Garza,Texas,2283.0,0.0,684.9
2687,Gillespie,Texas,0.0,82.0,57.4
2688,Glasscock,Texas,0.0,0.0,
2689,Goliad,Texas,0.0,0.0,
2690,Gonzales,Texas,298.0,172.0,209.79999999999998
2691,Gray,Texas,228.0,130.0,159.39999999999998
2692,Grayson,Texas,305.0,174.0,213.3
2693,Gregg,Texas,735.0,412.0,508.9
2694,Grimes,Texas,624.0,0.0,187.2
2695,Guadalupe,Texas,234.0,131.0,161.89999999999998
2696,Hale,Texas,305.0,0.0,91.5
2697,Hall,Texas,0.0,0.0,
2698,Hamilton,Texas,0.0,175.0,122.49999999999999
2699,Hansford,Texas,0.0,0.0,
2700,Hardeman,Texas,0.0,0.0,
2701,Hardin,Texas,171.0,123.0,137.39999999999998
2702,Harris,Texas,1100.0,756.0,859.1999999999999
2703,Harrison,Texas,350.0,135.0,199.5
2704,Hartley,Texas,0.0,0.0,
2705,Haskell,Texas,977.0,233.0,456.19999999999993
2706,Hays,Texas,311.0,224.0,250.09999999999997
2707,Hemphill,Texas,0.0,0.0,
2708,Henderson,Texas,377.0,153.0,220.2
2709,Hidalgo,Texas,388.0,222.0,271.79999999999995
2710,Hill,Texas,189.0,0.0,56.699999999999996
2711,Hockley,Texas,217.0,81.0,121.79999999999998
2712,Hood,Texas,244.0,0.0,73.2
2713,Hopkins,Texas,224.0,0.0,67.2
2714,Houston,Texas,1573.0,0.0,471.9
2715,Howard,Texas,909.0,0.0,272.7
2716,Hudspeth,Texas,0.0,0.0,
2717,Hunt,Texas,260.0,183.0,206.1
2718,Hutchinson,Texas,301.0,94.0,156.1
2719,Irion,Texas,0.0,0.0,
2720,Jack,Texas,0.0,0.0,
2721,Jackson,Texas,0.0,0.0,
2722,Jasper,Texas,238.0,0.0,71.39999999999999
2723,Jeff Davis,Texas,0.0,0.0,
2724,Jefferson,Texas,926.0,487.0,618.7
2725,Jim Hogg,Texas,0.0,0.0,
2726,Jim Wells,Texas,250.0,81.0,131.7
2727,Johnson,Texas,307.0,192.0,226.49999999999997
2728,Jones,Texas,271.0,306.0,295.5
2729,Karnes,Texas,2006.0,0.0,601.8
2730,Kaufman,Texas,314.0,314.0,314.0
2731,Kendall,Texas,203.0,0.0,60.9
2732,Kenedy,Texas,0.0,0.0,
2733,Kent,Texas,0.0,0.0,
2734,Kerr,Texas,259.0,0.0,77.7
2735,Kimble,Texas,0.0,0.0,
2736,King,Texas,0.0,0.0,
2737,Kinney,Texas,0.0,0.0,
2738,Kleberg,Texas,179.0,192.0,188.09999999999997
2739,Knox,Texas,0.0,0.0,
2740,La Salle,Texas,783.0,0.0,234.89999999999998
2741,Lamar,Texas,264.0,160.0,191.2
2742,Lamb,Texas,505.0,264.0,336.29999999999995
2743,Lampasas,Texas,0.0,76.0,53.199999999999996
2744,Lavaca,Texas,323.0,143.0,197.0
2745,Lee,Texas,241.0,0.0,72.3
2746,Leon,Texas,556.0,0.0,166.79999999999998
2747,Liberty,Texas,556.0,0.0,166.79999999999998
2748,Limestone,Texas,311.0,113.0,172.39999999999998
2749,Lipscomb,Texas,0.0,0.0,
2750,Live Oak,Texas,0.0,161.0,112.69999999999999
2751,Llano,Texas,322.0,141.0,195.29999999999998
2752,Loving,Texas,0.0,0.0,
2753,Lubbock,Texas,390.0,207.0,261.9
2754,Lynn,Texas,0.0,0.0,
2755,Madison,Texas,867.0,240.0,428.09999999999997
2756,Marion,Texas,684.0,205.0,348.7
2757,Martin,Texas,0.0,0.0,
2758,Mason,Texas,0.0,0.0,
2759,Matagorda,Texas,488.0,0.0,146.4
2760,Maverick,Texas,278.0,0.0,83.39999999999999
2761,McCulloch,Texas,0.0,269.0,188.29999999999998
2762,McLennan,Texas,445.0,272.0,323.9
2763,McMullen,Texas,0.0,0.0,
2764,Medina,Texas,211.0,0.0,63.3
2765,Menard,Texas,0.0,0.0,
2766,Midland,Texas,343.0,134.0,196.7
2767,Milam,Texas,280.0,307.0,298.9
2768,Mills,Texas,0.0,0.0,
2769,Mitchell,Texas,0.0,0.0,
2770,Montague,Texas,296.0,0.0,88.8
2771,Montgomery,Texas,310.0,168.0,210.6
2772,Moore,Texas,0.0,155.0,108.5
2773,Morris,Texas,0.0,133.0,93.1
2774,Motley,Texas,0.0,0.0,
2775,Nacogdoches,Texas,493.0,0.0,147.9
2776,Navarro,Texas,556.0,0.0,166.79999999999998
2777,Newton,Texas,0.0,0.0,
2778,Nolan,Texas,0.0,176.0,123.19999999999999
2779,Nueces,Texas,399.0,245.0,291.2
2780,Ochiltree,Texas,0.0,0.0,
2781,Oldham,Texas,0.0,0.0,
2782,Orange,Texas,382.0,176.0,237.79999999999998
2783,Palo Pinto,Texas,331.0,88.0,160.89999999999998
2784,Panola,Texas,386.0,0.0,115.8
2785,Parker,Texas,176.0,0.0,52.8
2786,Parmer,Texas,0.0,0.0,
2787,Pecos,Texas,260.0,132.0,170.39999999999998
2788,Polk,Texas,922.0,0.0,276.59999999999997
2789,Potter,Texas,594.0,294.0,384.0
2790,Presidio,Texas,0.0,0.0,
2791,Rains,Texas,345.0,0.0,103.5
2792,Randall,Texas,176.0,141.0,151.5
2793,Reagan,Texas,0.0,0.0,
2794,Real,Texas,0.0,0.0,
2795,Red River,Texas,0.0,142.0,99.39999999999999
2796,Reeves,Texas,2447.0,429.0,1034.4
2797,Refugio,Texas,0.0,0.0,
2798,Roberts,Texas,0.0,0.0,
2799,Robertson,Texas,0.0,187.0,130.9
