,county,state,"Rates of Persons, aged 45 to 54, Living with HIV, 2020","Rates of Persons, aged 55+, Living with HIV, 2020",HIV aged 45+
1165,Tangipahoa,Louisiana,453.0,234.0,299.7
1166,Tensas,Louisiana,0.0,0.0,
1167,Terrebonne,Louisiana,308.0,159.0,203.7
1168,Union,Louisiana,0.0,0.0,
1169,Vermilion,Louisiana,257.0,0.0,77.1
1170,Vernon,Louisiana,266.0,0.0,79.8
1171,Washington,Louisiana,838.0,0.0,251.39999999999998
1172,Webster,Louisiana,155.0,0.0,46.5
1173,West Baton Rouge,Louisiana,816.0,0.0,244.79999999999998
1174,West Carroll,Louisiana,0.0,166.0,116.19999999999999
1175,West Feliciana,Louisiana,1608.0,0.0,482.4
1176,Winn,Louisiana,617.0,134.0,278.9
1177,Androscoggin,Maine,0.0,0.0,
1178,Aroostook,Maine,0.0,0.0,
1179,Cumberland,Maine,0.0,0.0,
1180,Franklin,Maine,0.0,0.0,
1181,Hancock,Maine,0.0,0.0,
1182,Kennebec,Maine,0.0,0.0,
1183,Knox,Maine,0.0,0.0,
1184,Lincoln,Maine,0.0,0.0,
1185,Oxford,Maine,0.0,0.0,
1186,Penobscot,Maine,0.0,0.0,
1187,Piscataquis,Maine,0.0,0.0,
1188,Sagadahoc,Maine,0.0,0.0,
1189,Somerset,Maine,0.0,0.0,
1190,Waldo,Maine,0.0,0.0,
1191,Washington,Maine,0.0,0.0,
1192,York,Maine,0.0,0.0,
1193,Allegany,Maryland,452.0,309.0,351.9
1194,Anne Arundel,Maryland,458.0,314.0,357.2
1195,Baltimore,Maryland,802.0,479.0,575.9
1196,Calvert,Maryland,207.0,0.0,62.099999999999994
1197,Caroline,Maryland,0.0,0.0,
1198,Carroll,Maryland,148.0,0.0,44.4
1199,Cecil,Maryland,223.0,0.0,66.89999999999999
1200,Charles,Maryland,670.0,440.0,509.0
1201,Dorchester,Maryland,0.0,0.0,
1202,Frederick,Maryland,316.0,271.0,284.5
1203,Garrett,Maryland,0.0,0.0,
1204,Harford,Maryland,393.0,278.0,312.5
1205,Howard,Maryland,355.0,253.0,283.6
1206,Kent,Maryland,0.0,0.0,
1207,Montgomery,Maryland,710.0,495.0,559.5
1208,Prince George's,Maryland,1660.0,1081.0,1254.6999999999998
1209,Queen Anne's,Maryland,0.0,0.0,
1210,Somerset,Maryland,0.0,0.0,
1211,St. Mary's,Maryland,266.0,0.0,79.8
1212,Talbot,Maryland,0.0,0.0,
1213,Washington,Maryland,706.0,0.0,211.79999999999998
1214,Wicomico,Maryland,409.0,393.0,397.79999999999995
1215,Worcester,Maryland,0.0,0.0,
1216,Barnstable,Massachusetts,0.0,0.0,
1217,Berkshire,Massachusetts,0.0,0.0,
1218,Bristol,Massachusetts,0.0,0.0,
1219,Dukes,Massachusetts,0.0,0.0,
1220,Essex,Massachusetts,487.0,347.0,389.0
1221,Franklin,Massachusetts,0.0,0.0,
1222,Hampden,Massachusetts,0.0,0.0,
1223,Hampshire,Massachusetts,0.0,0.0,
1224,Middlesex,Massachusetts,520.0,368.0,413.59999999999997
1225,Nantucket,Massachusetts,0.0,0.0,
1226,Norfolk,Massachusetts,347.0,323.0,330.2
1227,Plymouth,Massachusetts,0.0,0.0,
1228,Suffolk,Massachusetts,1644.0,1441.0,1501.8999999999999
1229,Worcester,Massachusetts,475.0,360.0,394.5
1230,Alcona,Michigan,0.0,0.0,
1231,Alger,Michigan,0.0,152.0,106.39999999999999
1232,Allegan,Michigan,183.0,183.0,183.0
1233,Alpena,Michigan,0.0,0.0,
1234,Antrim,Michigan,191.0,74.0,109.1
1235,Arenac,Michigan,0.0,0.0,
1236,Baraga,Michigan,0.0,189.0,132.29999999999998
1237,Barry,Michigan,64.0,46.0,51.39999999999999
1238,Bay,Michigan,169.0,0.0,50.699999999999996
1239,Benzie,Michigan,0.0,63.0,44.099999999999994
1240,Berrien,Michigan,423.0,0.0,126.89999999999999
1241,Branch,Michigan,115.0,62.0,77.9
1242,Calhoun,Michigan,285.0,174.0,207.3
1243,Cass,Michigan,135.0,46.0,72.69999999999999
1244,Charlevoix,Michigan,0.0,53.0,37.099999999999994
1245,Cheboygan,Michigan,192.0,69.0,105.89999999999999
1246,Chippewa,Michigan,0.0,0.0,
1247,Clare,Michigan,272.0,149.0,185.89999999999998
1248,Clinton,Michigan,243.0,0.0,72.89999999999999
1249,Crawford,Michigan,0.0,0.0,
1250,Delta,Michigan,216.0,54.0,102.6
1251,Dickinson,Michigan,0.0,0.0,
1252,Eaton,Michigan,175.0,0.0,52.5
1253,Emmet,Michigan,0.0,45.0,31.499999999999996
1254,Genesee,Michigan,259.0,140.0,175.7
1255,Gladwin,Michigan,168.0,44.0,81.19999999999999
1256,Gogebic,Michigan,0.0,78.0,54.599999999999994
1257,Grand Traverse,Michigan,335.0,0.0,100.5
1258,Gratiot,Michigan,162.0,0.0,48.6
1259,Hillsdale,Michigan,0.0,67.0,46.9
1260,Houghton,Michigan,0.0,76.0,53.199999999999996
1261,Huron,Michigan,0.0,0.0,
1262,Ingham,Michigan,351.0,207.0,250.2
1263,Ionia,Michigan,213.0,0.0,63.9
1264,Iosco,Michigan,190.0,0.0,57.0
1265,Iron,Michigan,0.0,91.0,63.699999999999996
1266,Isabella,Michigan,211.0,0.0,63.3
1267,Jackson,Michigan,309.0,0.0,92.7
1268,Kalamazoo,Michigan,314.0,203.0,236.3
1269,Kalkaska,Michigan,370.0,0.0,111.0
1270,Kent,Michigan,367.0,205.0,253.6
1271,Keweenaw,Michigan,0.0,0.0,
1272,Lake,Michigan,503.0,138.0,247.5
1273,Lapeer,Michigan,200.0,0.0,60.0
1274,Leelanau,Michigan,0.0,0.0,
1275,Lenawee,Michigan,121.0,72.0,86.69999999999999
1276,Livingston,Michigan,89.0,0.0,26.7
1277,Luce,Michigan,0.0,0.0,
1278,Mackinac,Michigan,0.0,0.0,
1279,Macomb,Michigan,244.0,132.0,165.6
1280,Manistee,Michigan,176.0,83.0,110.89999999999999
1281,Marquette,Michigan,131.0,0.0,39.3
1282,Mason,Michigan,250.0,58.0,115.6
1283,Mecosta,Michigan,180.0,62.0,97.4
1284,Menominee,Michigan,0.0,51.0,35.699999999999996
1285,Midland,Michigan,97.0,0.0,29.099999999999998
1286,Missaukee,Michigan,0.0,0.0,
1287,Monroe,Michigan,192.0,0.0,57.599999999999994
1288,Montcalm,Michigan,211.0,0.0,63.3
1289,Montmorency,Michigan,0.0,143.0,100.1
1290,Muskegon,Michigan,244.0,131.0,164.89999999999998
1291,Newaygo,Michigan,155.0,0.0,46.5
1292,Oakland,Michigan,299.0,200.0,229.7
1293,Oceana,Michigan,0.0,0.0,
1294,Ogemaw,Michigan,0.0,0.0,
1295,Ontonagon,Michigan,0.0,0.0,
1296,Osceola,Michigan,182.0,80.0,110.6
1297,Oscoda,Michigan,0.0,0.0,
1298,Otsego,Michigan,166.0,86.0,110.0
1299,Ottawa,Michigan,115.0,61.0,77.19999999999999
1300,Presque Isle,Michigan,0.0,76.0,53.199999999999996
1301,Roscommon,Michigan,0.0,55.0,38.5
1302,Saginaw,Michigan,280.0,135.0,178.5
1303,Sanilac,Michigan,102.0,0.0,30.599999999999998
1304,Schoolcraft,Michigan,0.0,0.0,
1305,Shiawassee,Michigan,115.0,0.0,34.5
1306,St. Clair,Michigan,135.0,61.0,83.19999999999999
1307,St. Joseph,Michigan,257.0,0.0,77.1
1308,Tuscola,Michigan,0.0,46.0,32.199999999999996
1309,Van Buren,Michigan,152.0,101.0,116.29999999999998
1310,Washtenaw,Michigan,322.0,223.0,252.7
1311,Wayne,Michigan,704.0,443.0,521.3
1312,Wexford,Michigan,0.0,0.0,
1313,Aitkin,Minnesota,0.0,0.0,
1314,Anoka,Minnesota,288.0,132.0,178.79999999999998
1315,Becker,Minnesota,0.0,0.0,
1316,Beltrami,Minnesota,179.0,0.0,53.699999999999996
1317,Benton,Minnesota,166.0,74.0,101.6
1318,Big Stone,Minnesota,0.0,0.0,
1319,Blue Earth,Minnesota,97.0,0.0,29.099999999999998
1320,Brown,Minnesota,0.0,66.0,46.199999999999996
1321,Carlton,Minnesota,0.0,0.0,
1322,Carver,Minnesota,155.0,0.0,46.5
1323,Cass,Minnesota,0.0,38.0,26.599999999999998
1324,Chippewa,Minnesota,0.0,0.0,
1325,Chisago,Minnesota,0.0,67.0,46.9
1326,Clay,Minnesota,154.0,0.0,46.199999999999996
1327,Clearwater,Minnesota,0.0,0.0,
1328,Cook,Minnesota,0.0,0.0,
1329,Cottonwood,Minnesota,0.0,0.0,
1330,Crow Wing,Minnesota,71.0,47.0,54.2
1331,Dakota,Minnesota,227.0,131.0,159.79999999999998
1332,Dodge,Minnesota,0.0,0.0,
1333,Douglas,Minnesota,0.0,34.0,23.799999999999997
1334,Faribault,Minnesota,0.0,0.0,
1335,Fillmore,Minnesota,0.0,0.0,
1336,Freeborn,Minnesota,0.0,43.0,30.099999999999998
1337,Goodhue,Minnesota,93.0,48.0,61.49999999999999
1338,Grant,Minnesota,0.0,0.0,
1339,Hennepin,Minnesota,778.0,495.0,579.9
1340,Houston,Minnesota,0.0,0.0,
1341,Hubbard,Minnesota,0.0,0.0,
1342,Isanti,Minnesota,0.0,62.0,43.4
1343,Itasca,Minnesota,0.0,54.0,37.8
1344,Jackson,Minnesota,0.0,0.0,
1345,Kanabec,Minnesota,0.0,0.0,
1346,Kandiyohi,Minnesota,132.0,35.0,64.1
1347,Kittson,Minnesota,0.0,0.0,
1348,Koochiching,Minnesota,0.0,0.0,
1349,Lac qui Parle,Minnesota,0.0,0.0,
1350,Lake,Minnesota,0.0,0.0,
1351,Lake of the Woods,Minnesota,0.0,0.0,
1352,Le Sueur,Minnesota,0.0,53.0,37.099999999999994
1353,Lincoln,Minnesota,0.0,0.0,
1354,Lyon,Minnesota,298.0,0.0,89.39999999999999
1355,Mahnomen,Minnesota,0.0,0.0,
1356,Marshall,Minnesota,0.0,0.0,
1357,Martin,Minnesota,0.0,91.0,63.699999999999996
1358,McLeod,Minnesota,135.0,92.0,104.89999999999999
1359,Meeker,Minnesota,0.0,97.0,67.89999999999999
1360,Mille Lacs,Minnesota,0.0,124.0,86.8
1361,Morrison,Minnesota,0.0,68.0,47.599999999999994
1362,Mower,Minnesota,401.0,0.0,120.3
1363,Murray,Minnesota,0.0,0.0,
1364,Nicollet,Minnesota,190.0,0.0,57.0
1365,Nobles,Minnesota,383.0,0.0,114.89999999999999
1366,Norman,Minnesota,0.0,0.0,
1367,Olmsted,Minnesota,348.0,196.0,241.59999999999997
1368,Otter Tail,Minnesota,0.0,38.0,26.599999999999998
1369,Pennington,Minnesota,0.0,0.0,
1370,Pine,Minnesota,253.0,140.0,173.89999999999998
1371,Pipestone,Minnesota,0.0,0.0,
1372,Polk,Minnesota,0.0,49.0,34.3
1373,Pope,Minnesota,0.0,0.0,
1374,Ramsey,Minnesota,599.0,331.0,411.4
1375,Red Lake,Minnesota,0.0,0.0,
1376,Redwood,Minnesota,0.0,0.0,
1377,Renville,Minnesota,0.0,0.0,
1378,Rice,Minnesota,168.0,0.0,50.4
1379,Rock,Minnesota,0.0,0.0,
1380,Roseau,Minnesota,0.0,0.0,
1381,Scott,Minnesota,185.0,0.0,55.5
1382,Sherburne,Minnesota,172.0,0.0,51.6
1383,Sibley,Minnesota,0.0,0.0,
1384,St. Louis,Minnesota,151.0,0.0,45.3
1385,Stearns,Minnesota,228.0,61.0,111.1
1386,Steele,Minnesota,0.0,0.0,
1387,Stevens,Minnesota,0.0,0.0,
1388,Swift,Minnesota,0.0,0.0,
1389,Todd,Minnesota,0.0,0.0,
1390,Traverse,Minnesota,0.0,0.0,
1391,Wabasha,Minnesota,272.0,0.0,81.6
1392,Wadena,Minnesota,0.0,0.0,
1393,Waseca,Minnesota,0.0,0.0,
1394,Washington,Minnesota,158.0,120.0,131.4
1395,Watonwan,Minnesota,0.0,0.0,
1396,Wilkin,Minnesota,0.0,0.0,
1397,Winona,Minnesota,0.0,39.0,27.299999999999997
1398,Wright,Minnesota,75.0,0.0,22.5
1399,Yellow Medicine,Minnesota,0.0,0.0,
1400,Adams,Mississippi,889.0,0.0,266.7
1401,Alcorn,Mississippi,358.0,0.0,107.39999999999999
1402,Amite,Mississippi,663.0,0.0,198.9
1403,Attala,Mississippi,709.0,187.0,343.6
1404,Benton,Mississippi,0.0,280.0,196.0
1405,Bolivar,Mississippi,677.0,461.0,525.8
1406,Calhoun,Mississippi,419.0,146.0,227.89999999999998
1407,Carroll,Mississippi,1006.0,230.0,462.8
1408,Chickasaw,Mississippi,526.0,172.0,278.2
1409,Choctaw,Mississippi,0.0,0.0,
1410,Claiborne,Mississippi,885.0,319.0,488.79999999999995
1411,Clarke,Mississippi,432.0,0.0,129.6
1412,Clay,Mississippi,442.0,0.0,132.6
1413,Coahoma,Mississippi,1714.0,971.0,1193.8999999999999
1414,Copiah,Mississippi,1075.0,0.0,322.5
1415,Covington,Mississippi,535.0,318.0,383.1
1416,DeSoto,Mississippi,348.0,202.0,245.79999999999995
1417,Forrest,Mississippi,932.0,661.0,742.3
1418,Franklin,Mississippi,0.0,253.0,177.1
1419,George,Mississippi,201.0,0.0,60.3
1420,Greene,Mississippi,1245.0,541.0,752.2
1421,Grenada,Mississippi,709.0,397.0,490.59999999999997
1422,Hancock,Mississippi,343.0,0.0,102.89999999999999
1423,Harrison,Mississippi,648.0,403.0,476.5
1424,Hinds,Mississippi,2239.0,1114.0,1451.5
1425,Holmes,Mississippi,1026.0,0.0,307.8
1426,Humphreys,Mississippi,703.0,197.0,348.79999999999995
1427,Issaquena,Mississippi,0.0,0.0,
1428,Itawamba,Mississippi,289.0,0.0,86.7
1429,Jackson,Mississippi,406.0,240.0,289.8
1430,Jasper,Mississippi,677.0,158.0,313.7
1431,Jefferson,Mississippi,1022.0,306.0,520.8
1432,Jefferson Davis,Mississippi,763.0,0.0,228.9
1433,Jones,Mississippi,475.0,263.0,326.6
1434,Kemper,Mississippi,436.0,0.0,130.79999999999998
1435,Lafayette,Mississippi,389.0,136.0,211.89999999999998
1436,Lamar,Mississippi,189.0,117.0,138.6
1437,Lauderdale,Mississippi,812.0,330.0,474.59999999999997
1438,Lawrence,Mississippi,812.0,0.0,243.6
1439,Leake,Mississippi,366.0,207.0,254.7
1440,Lee,Mississippi,373.0,236.0,277.09999999999997
1441,Leflore,Mississippi,907.0,556.0,661.3
1442,Lincoln,Mississippi,253.0,0.0,75.89999999999999
1443,Lowndes,Mississippi,577.0,317.0,395.0
1444,Madison,Mississippi,417.0,288.0,326.7
1445,Marion,Mississippi,552.0,0.0,165.6
1446,Marshall,Mississippi,496.0,0.0,148.79999999999998
1447,Monroe,Mississippi,291.0,0.0,87.3
1448,Montgomery,Mississippi,630.0,0.0,189.0
1449,Neshoba,Mississippi,305.0,0.0,91.5
1450,Newton,Mississippi,377.0,0.0,113.1
1451,Noxubee,Mississippi,518.0,0.0,155.4
1452,Oktibbeha,Mississippi,362.0,200.0,248.6
1453,Panola,Mississippi,620.0,0.0,186.0
1454,Pearl River,Mississippi,534.0,0.0,160.2
1455,Perry,Mississippi,416.0,0.0,124.8
1456,Pike,Mississippi,559.0,437.0,473.59999999999997
1457,Pontotoc,Mississippi,178.0,0.0,53.4
1458,Prentiss,Mississippi,0.0,102.0,71.39999999999999
1459,Quitman,Mississippi,575.0,362.0,425.9
1460,Rankin,Mississippi,471.0,291.0,345.0
1461,Scott,Mississippi,526.0,338.0,394.4
1462,Sharkey,Mississippi,0.0,0.0,
1463,Simpson,Mississippi,350.0,0.0,105.0
1464,Smith,Mississippi,0.0,92.0,64.39999999999999
1465,Stone,Mississippi,491.0,194.0,283.09999999999997
1466,Sunflower,Mississippi,1343.0,822.0,978.3
1467,Tallahatchie,Mississippi,660.0,0.0,198.0
1468,Tate,Mississippi,258.0,138.0,174.0
1469,Tippah,Mississippi,0.0,242.0,169.39999999999998
1470,Tishomingo,Mississippi,0.0,0.0,
1471,Tunica,Mississippi,1321.0,0.0,396.3
1472,Union,Mississippi,189.0,108.0,132.29999999999998
1473,Walthall,Mississippi,350.0,265.0,290.5
1474,Warren,Mississippi,835.0,342.0,489.9
1475,Washington,Mississippi,780.0,512.0,592.4
1476,Wayne,Mississippi,300.0,217.0,241.89999999999998
1477,Webster,Mississippi,0.0,0.0,
1478,Wilkinson,Mississippi,652.0,0.0,195.6
1479,Winston,Mississippi,378.0,161.0,226.09999999999997
1480,Yalobusha,Mississippi,824.0,115.0,327.7
1481,Yazoo,Mississippi,648.0,0.0,194.4
1482,Adair,Missouri,520.0,0.0,156.0
1483,Andrew,Missouri,322.0,133.0,189.7
1484,Atchison,Missouri,0.0,0.0,
1485,Audrain,Missouri,271.0,62.0,124.69999999999999
1486,Barry,Missouri,191.0,219.0,210.59999999999997
1487,Barton,Missouri,0.0,0.0,
1488,Bates,Missouri,267.0,159.0,191.39999999999998
1489,Benton,Missouri,450.0,0.0,135.0
1490,Bollinger,Missouri,0.0,155.0,108.5
1491,Boone,Missouri,258.0,210.0,224.39999999999998
1492,Buchanan,Missouri,279.0,185.0,213.2
1493,Butler,Missouri,399.0,64.0,164.5
1494,Caldwell,Missouri,0.0,286.0,200.2
1495,Callaway,Missouri,456.0,164.0,251.59999999999997
1496,Camden,Missouri,288.0,73.0,137.5
1497,Cape Girardeau,Missouri,211.0,0.0,63.3
1498,Carroll,Missouri,0.0,0.0,
1499,Carter,Missouri,0.0,0.0,
1500,Cass,Missouri,150.0,0.0,45.0
1501,Cedar,Missouri,0.0,0.0,
1502,Chariton,Missouri,0.0,0.0,
1503,Christian,Missouri,178.0,0.0,53.4
1504,Clark,Missouri,0.0,0.0,
1505,Clay,Missouri,263.0,251.0,254.59999999999997
1506,Clinton,Missouri,0.0,72.0,50.4
1507,Cole,Missouri,330.0,0.0,99.0
1508,Cooper,Missouri,567.0,0.0,170.1
1509,Crawford,Missouri,250.0,154.0,182.8
1510,Dade,Missouri,0.0,0.0,
1511,Dallas,Missouri,253.0,0.0,75.89999999999999
1512,Daviess,Missouri,551.0,0.0,165.29999999999998
1513,DeKalb,Missouri,0.0,0.0,
1514,Dent,Missouri,282.0,237.0,250.49999999999997
1515,Douglas,Missouri,0.0,0.0,
1516,Dunklin,Missouri,178.0,118.0,136.0
1517,Franklin,Missouri,124.0,96.0,104.39999999999998
1518,Gasconade,Missouri,0.0,86.0,60.199999999999996
1519,Gentry,Missouri,0.0,0.0,
1520,Greene,Missouri,534.0,294.0,366.0
1521,Grundy,Missouri,0.0,0.0,
1522,Harrison,Missouri,0.0,0.0,
1523,Henry,Missouri,0.0,133.0,93.1
1524,Hickory,Missouri,0.0,0.0,
1525,Holt,Missouri,0.0,0.0,
1526,Howard,Missouri,0.0,0.0,
1527,Howell,Missouri,107.0,74.0,83.9
1528,Iron,Missouri,0.0,131.0,91.69999999999999
1529,Jackson,Missouri,868.0,537.0,636.3
1530,Jasper,Missouri,294.0,0.0,88.2
1531,Jefferson,Missouri,155.0,126.0,134.7
1532,Johnson,Missouri,240.0,0.0,72.0
1533,Knox,Missouri,0.0,0.0,
1534,Laclede,Missouri,116.0,61.0,77.5
1535,Lafayette,Missouri,121.0,45.0,67.8
1536,Lawrence,Missouri,155.0,90.0,109.5
1537,Lewis,Missouri,0.0,0.0,
1538,Lincoln,Missouri,165.0,118.0,132.1
1539,Linn,Missouri,0.0,0.0,
1540,Livingston,Missouri,0.0,0.0,
1541,Macon,Missouri,0.0,0.0,
1542,Madison,Missouri,0.0,0.0,
1543,Maries,Missouri,0.0,0.0,
1544,Marion,Missouri,152.0,109.0,121.9
1545,McDonald,Missouri,268.0,0.0,80.39999999999999
1546,Mercer,Missouri,0.0,0.0,
1547,Miller,Missouri,0.0,0.0,
1548,Mississippi,Missouri,739.0,224.0,378.5
1549,Moniteau,Missouri,0.0,240.0,168.0
1550,Monroe,Missouri,529.0,0.0,158.7
1551,Montgomery,Missouri,0.0,0.0,
1552,Morgan,Missouri,0.0,0.0,
1553,New Madrid,Missouri,0.0,0.0,
1554,Newton,Missouri,0.0,42.0,29.4
1555,Nodaway,Missouri,0.0,0.0,
1556,Oregon,Missouri,0.0,0.0,
1557,Osage,Missouri,0.0,0.0,
1558,Ozark,Missouri,0.0,0.0,
1559,Pemiscot,Missouri,284.0,0.0,85.2
1560,Perry,Missouri,0.0,0.0,
1561,Pettis,Missouri,149.0,77.0,98.6
1562,Phelps,Missouri,132.0,38.0,66.2
1563,Pike,Missouri,0.0,105.0,73.5
1564,Platte,Missouri,231.0,0.0,69.3
1565,Polk,Missouri,166.0,0.0,49.8
1566,Pulaski,Missouri,253.0,129.0,166.2
1567,Putnam,Missouri,0.0,0.0,
1568,Ralls,Missouri,0.0,0.0,
1569,Randolph,Missouri,260.0,82.0,135.4
1570,Ray,Missouri,0.0,0.0,
1571,Reynolds,Missouri,0.0,0.0,
1572,Ripley,Missouri,0.0,0.0,
1573,Saline,Missouri,0.0,0.0,
1574,Schuyler,Missouri,0.0,0.0,
1575,Scotland,Missouri,0.0,0.0,
1576,Scott,Missouri,240.0,57.0,111.9
1577,Shannon,Missouri,0.0,0.0,
1578,Shelby,Missouri,0.0,0.0,
1579,St. Charles,Missouri,164.0,89.0,111.5
1580,St. Clair,Missouri,0.0,0.0,
1581,St. Francois,Missouri,237.0,0.0,71.1
1582,St. Louis,Missouri,563.0,267.0,355.79999999999995
1583,St. Louis,Missouri,563.0,1278.0,1063.5
1584,St. Louis,Missouri,1941.0,267.0,769.1999999999999
1585,St. Louis,Missouri,1941.0,1278.0,1476.8999999999999
1586,Ste. Genevieve,Missouri,386.0,0.0,115.8
1587,Stoddard,Missouri,0.0,0.0,
1588,Stone,Missouri,220.0,44.0,96.8
1589,Sullivan,Missouri,0.0,0.0,
1590,Taney,Missouri,204.0,98.0,129.79999999999998
1591,Texas,Missouri,0.0,0.0,
1592,Vernon,Missouri,297.0,128.0,178.7
1593,Warren,Missouri,0.0,97.0,67.89999999999999
1594,Washington,Missouri,303.0,125.0,178.39999999999998
1595,Wayne,Missouri,0.0,0.0,
1596,Webster,Missouri,207.0,105.0,135.6
1597,Worth,Missouri,0.0,0.0,
1598,Wright,Missouri,0.0,97.0,67.89999999999999
1599,Beaverhead,Montana,0.0,0.0,
1600,Big Horn,Montana,0.0,0.0,
1601,Blaine,Montana,0.0,0.0,
1602,Broadwater,Montana,0.0,0.0,
1603,Carbon,Montana,0.0,0.0,
1604,Carter,Montana,0.0,0.0,
1605,Cascade,Montana,110.0,0.0,33.0
1606,Chouteau,Montana,0.0,0.0,
1607,Custer,Montana,0.0,0.0,
1608,Daniels,Montana,0.0,0.0,
1609,Dawson,Montana,0.0,0.0,
1610,Deer Lodge,Montana,0.0,0.0,
1611,Fallon,Montana,0.0,0.0,
1612,Fergus,Montana,0.0,0.0,
1613,Flathead,Montana,89.0,56.0,65.89999999999999
1614,Gallatin,Montana,174.0,0.0,52.199999999999996
1615,Garfield,Montana,0.0,0.0,
1616,Glacier,Montana,0.0,0.0,
1617,Golden Valley,Montana,0.0,0.0,
1618,Granite,Montana,0.0,0.0,
1619,Hill,Montana,0.0,0.0,
1620,Jefferson,Montana,0.0,0.0,
1621,Judith Basin,Montana,0.0,0.0,
1622,Lake,Montana,251.0,0.0,75.3
1623,Lewis and Clark,Montana,125.0,0.0,37.5
1624,Liberty,Montana,0.0,0.0,
1625,Lincoln,Montana,0.0,0.0,
1626,Madison,Montana,0.0,0.0,
1627,McCone,Montana,0.0,0.0,
1628,Meagher,Montana,0.0,0.0,
1629,Mineral,Montana,0.0,0.0,
1630,Missoula,Montana,251.0,0.0,75.3
1631,Musselshell,Montana,0.0,0.0,
1632,Park,Montana,0.0,0.0,
1633,Petroleum,Montana,0.0,0.0,
1634,Phillips,Montana,0.0,0.0,
1635,Pondera,Montana,0.0,0.0,
1636,Powder River,Montana,0.0,0.0,
1637,Powell,Montana,0.0,0.0,
1638,Prairie,Montana,0.0,0.0,
1639,Ravalli,Montana,0.0,66.0,46.199999999999996
1640,Richland,Montana,0.0,0.0,
1641,Roosevelt,Montana,0.0,0.0,
1642,Rosebud,Montana,0.0,0.0,
1643,Sanders,Montana,0.0,0.0,
1644,Sheridan,Montana,0.0,0.0,
1645,Silver Bow,Montana,133.0,85.0,99.39999999999999
1646,Stillwater,Montana,0.0,0.0,
1647,Sweet Grass,Montana,0.0,0.0,
1648,Teton,Montana,0.0,0.0,
1649,Toole,Montana,0.0,0.0,
1650,Treasure,Montana,0.0,0.0,
1651,Valley,Montana,0.0,0.0,
1652,Wheatland,Montana,0.0,0.0,
1653,Wibaux,Montana,0.0,0.0,
1654,Yellowstone,Montana,187.0,0.0,56.1
1655,Adams,Nebraska,0.0,0.0,
1656,Antelope,Nebraska,0.0,0.0,
1657,Arthur,Nebraska,0.0,0.0,
1658,Banner,Nebraska,0.0,0.0,
1659,Blaine,Nebraska,0.0,0.0,
1660,Boone,Nebraska,0.0,0.0,
1661,Box Butte,Nebraska,0.0,0.0,
1662,Boyd,Nebraska,0.0,0.0,
1663,Brown,Nebraska,0.0,0.0,
1664,Buffalo,Nebraska,0.0,0.0,
1665,Burt,Nebraska,0.0,0.0,
1666,Butler,Nebraska,0.0,0.0,
1667,Cass,Nebraska,0.0,0.0,
1668,Cedar,Nebraska,0.0,0.0,
1669,Chase,Nebraska,0.0,0.0,
1670,Cherry,Nebraska,0.0,0.0,
1671,Cheyenne,Nebraska,0.0,0.0,
1672,Clay,Nebraska,0.0,0.0,
1673,Colfax,Nebraska,0.0,0.0,
1674,Cuming,Nebraska,0.0,0.0,
1675,Custer,Nebraska,0.0,0.0,
1676,Dakota,Nebraska,232.0,0.0,69.6
1677,Dawes,Nebraska,0.0,0.0,
1678,Dawson,Nebraska,0.0,0.0,
1679,Deuel,Nebraska,0.0,0.0,
1680,Dixon,Nebraska,0.0,0.0,
1681,Dodge,Nebraska,0.0,0.0,
1682,Douglas,Nebraska,172.0,76.0,104.8
1683,Dundy,Nebraska,0.0,0.0,
1684,Fillmore,Nebraska,0.0,0.0,
1685,Franklin,Nebraska,0.0,0.0,
1686,Frontier,Nebraska,0.0,0.0,
1687,Furnas,Nebraska,0.0,0.0,
1688,Gage,Nebraska,0.0,0.0,
1689,Garden,Nebraska,0.0,0.0,
1690,Garfield,Nebraska,0.0,0.0,
1691,Gosper,Nebraska,0.0,0.0,
1692,Grant,Nebraska,0.0,0.0,
1693,Greeley,Nebraska,0.0,0.0,
1694,Hall,Nebraska,115.0,0.0,34.5
1695,Hamilton,Nebraska,0.0,0.0,
1696,Harlan,Nebraska,0.0,0.0,
1697,Hayes,Nebraska,0.0,0.0,
1698,Hitchcock,Nebraska,0.0,0.0,
1699,Holt,Nebraska,0.0,0.0,
1700,Hooker,Nebraska,0.0,0.0,
1701,Howard,Nebraska,0.0,0.0,
1702,Jefferson,Nebraska,0.0,0.0,
1703,Johnson,Nebraska,0.0,0.0,
1704,Kearney,Nebraska,0.0,0.0,
1705,Keith,Nebraska,0.0,0.0,
1706,Keya Paha,Nebraska,0.0,0.0,
1707,Kimball,Nebraska,0.0,0.0,
1708,Knox,Nebraska,0.0,0.0,
1709,Lancaster,Nebraska,87.0,51.0,61.8
1710,Lincoln,Nebraska,0.0,0.0,
1711,Logan,Nebraska,0.0,0.0,
1712,Loup,Nebraska,0.0,0.0,
1713,Madison,Nebraska,0.0,47.0,32.9
1714,McPherson,Nebraska,0.0,0.0,
1715,Merrick,Nebraska,0.0,0.0,
1716,Morrill,Nebraska,0.0,0.0,
1717,Nance,Nebraska,0.0,0.0,
1718,Nemaha,Nebraska,0.0,0.0,
1719,Nuckolls,Nebraska,0.0,0.0,
1720,Otoe,Nebraska,0.0,0.0,
1721,Pawnee,Nebraska,0.0,0.0,
